id,nome_original,nome_canonico_proposto,nome_normalizado_chave,plataforma,categoria_atual,subcategoria_atual,papel_catalogo_proposto,escopo_mercado,mercado_principal_proposto,submercado_proposto,mercados_relacionados_propostos,orientacao_b2b_b2c,tipos_sinal_propostos,estagios_funil_propostos,confianca_regra,acao_migracao
564,Desenvolvimento Software,Desenvolvimento Software,desenvolvimento software,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Tecnologia B2B,,Transversal/indefinido,,,alta,mapear
565,E-commerce,E-commerce,e-commerce,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Compradores e e-commerce,,Transversal/indefinido,,,alta,mapear
566,Consultoria em TI,Consultoria em TI,consultoria em ti,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Funções corporativas,,Transversal/indefinido,,,alta,mapear
567,Suporte Técnico TI,Suporte Técnico TI,suporte tecnico ti,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Funções corporativas,,Transversal/indefinido,,,alta,mapear
568,Agências Marketing Digital,Agências Marketing Digital,agencias marketing digital,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Funções corporativas,,Transversal/indefinido,,,alta,mapear
569,Data Centers e Hospedagem,Data Centers e Hospedagem,data centers e hospedagem,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Tecnologia B2B,,Transversal/indefinido,,,alta,mapear
570,Empresas de Cibersegurança,Empresas de Cibersegurança,empresas de ciberseguranca,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Outros / revisar,,B2B,empresa/firmográfico,,média,mapear
571,Lojas de Informática,Lojas de Informática,lojas de informatica,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Outros / revisar,,Transversal/indefinido,,,média,mapear
572,Hospitais e Pronto-Socorro,Hospitais e Pronto-Socorro,hospitais e pronto-socorro,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Outros / revisar,,Transversal/indefinido,,,média,mapear
573,Clínicas Médicas Especializadas,Clínicas Médicas Especializadas,clinicas medicas especializadas,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Profissionais e empresas de saúde,,Transversal/indefinido,,,alta,mapear
574,Clínicas Odontológicas,Clínicas Odontológicas,clinicas odontologicas,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Profissionais e empresas de saúde,,Transversal/indefinido,,,alta,mapear
575,Distribuidoras de Medicamentos,Distribuidoras de Medicamentos,distribuidoras de medicamentos,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Outros / revisar,"B2B, Enterprise & Indústria",B2B,,,média,mapear
576,Clínicas de Fisioterapia,Clínicas de Fisioterapia,clinicas de fisioterapia,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Profissionais e empresas de saúde,,Transversal/indefinido,,,alta,mapear
577,Clínicas Veterinárias,Clínicas Veterinárias,clinicas veterinarias,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Agronegócio,Veterinária e saúde animal,"Saúde, Bem-estar & Beleza",Transversal/indefinido,,,média,mapear
578,Transportadoras Carga Rodoviária,Transportadoras Carga Rodoviária,transportadoras carga rodoviaria,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,,Transversal/indefinido,,,alta,mapear
579,Empresas Courier e Entregas,Empresas Courier e Entregas,empresas courier e entregas,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,"B2B, Enterprise & Indústria",B2B,empresa/firmográfico,,média,mapear
580,Armazenamento e Depósitos,Armazenamento e Depósitos,armazenamento e depositos,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,,Transversal/indefinido,,,alta,mapear
581,Transporte de Passageiros,Transporte de Passageiros,transporte de passageiros,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Mobilidade urbana e aplicativos,,Transversal/indefinido,,,alta,mapear
582,Operadores Logísticos 3PL/4PL,Operadores Logísticos 3PL/4PL,operadores logisticos 3pl/4pl,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Logística e transporte de cargas,,Transversal/indefinido,,,alta,mapear
583,Locadoras de Veículos,Locadoras de Veículos,locadoras de veiculos,Serasa,Mobilidade,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Outros / revisar,,Transversal/indefinido,,,média,mapear
584,Produtores de Grãos,Produtores de Grãos,produtores de graos,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Produtores rurais,,Transversal/indefinido,,,alta,mapear
585,Pecuaristas,Pecuaristas,pecuaristas,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Pecuária,,Transversal/indefinido,,,alta,mapear
586,Produtores de Café,Produtores de Café,produtores de cafe,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Produtores rurais,,Transversal/indefinido,,,alta,mapear
587,Produtores de Cana,Produtores de Cana,produtores de cana,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Produtores rurais,,Transversal/indefinido,,,alta,mapear
588,Cooperativas Agropecuárias,Cooperativas Agropecuárias,cooperativas agropecuarias,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Pecuária,,Transversal/indefinido,,,alta,mapear
589,Distribuidores Insumos Agrícolas,Distribuidores Insumos Agrícolas,distribuidores insumos agricolas,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Insumos e fertilizantes,"B2B, Enterprise & Indústria",B2B,,,média,mapear
590,Agroindústria,Agroindústria,agroindustria,Serasa,B2B & Indústria,,conceito de audiência,vertical,"B2B, Enterprise & Indústria",Indústria e manufatura,,B2B,empresa/firmográfico,,alta,mapear
591,Comércio Máquinas Agrícolas,Comércio Máquinas Agrícolas,comercio maquinas agricolas,Serasa,B2B & Indústria,,conceito de audiência,vertical,Agronegócio,Máquinas e equipamentos,,Transversal/indefinido,,,alta,mapear
592,Supermercados e Hipermercados,Supermercados e Hipermercados,supermercados e hipermercados,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Supermercados e delivery,,Transversal/indefinido,,,alta,mapear
593,Farmácias e Drogarias,Farmácias e Drogarias,farmacias e drogarias,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Outros / revisar,,Transversal/indefinido,,,média,mapear
594,Lojas Vestuário e Calçados,Lojas Vestuário e Calçados,lojas vestuario e calcados,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,"Moda, beleza e acessórios",,Transversal/indefinido,,,alta,mapear
595,Lojas Materiais Construção,Lojas Materiais Construção,lojas materiais construcao,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Imobiliário & Construção,"Construção, reforma e materiais",Varejo & Consumo,Transversal/indefinido,,,média,mapear
596,Lojas Eletrodomésticos,Lojas Eletrodomésticos,lojas eletrodomesticos,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Eletrônicos e eletrodomésticos,,Transversal/indefinido,,,alta,mapear
597,Postos de Combustíveis,Postos de Combustíveis,postos de combustiveis,Serasa,Consumo & Varejo,,conceito de audiência,vertical,"Automotivo, Mobilidade & Logística",Serviços automotivos,,Transversal/indefinido,,,alta,mapear
598,Lojas de Móveis,Lojas de Móveis,lojas de moveis,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,"Casa, móveis e decoração",,Transversal/indefinido,,,alta,mapear
599,Pet Shops,Pet Shops,pet shops,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Pets,,Transversal/indefinido,,,alta,mapear
601,Padarias e Confeitarias,Padarias e Confeitarias,padarias e confeitarias,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,"Alimentos, bebidas e gastronomia",,Transversal/indefinido,,,alta,mapear
602,Joalherias e Óticas,Joalherias e Óticas,joalherias e oticas,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,"Moda, beleza e acessórios",,Transversal/indefinido,,,alta,mapear
603,Lojas de Autopeças,Lojas de Autopeças,lojas de autopecas,Serasa,Consumo & Varejo,,conceito de audiência,vertical,Varejo & Consumo,Outros / revisar,,Transversal/indefinido,,,média,mapear
604,Escritórios de Contabilidade,Escritórios de Contabilidade,escritorios de contabilidade,Serasa,B2B & Indústria,,conceito de audiência,vertical,Serviços ao Consumidor,Jurídico e contabilidade,,Transversal/indefinido,demográfico/socioeconômico,,alta,mapear
605,Escritórios de Advocacia,Escritórios de Advocacia,escritorios de advocacia,Serasa,B2B & Indústria,,conceito de audiência,vertical,Serviços ao Consumidor,Jurídico e contabilidade,,Transversal/indefinido,,,alta,mapear
606,Clínicas Médicas e Odontológicas,Clínicas Médicas e Odontológicas,clinicas medicas e odontologicas,Serasa,B2B & Indústria,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Profissionais e empresas de saúde,,Transversal/indefinido,,,alta,mapear
607,Salões de Beleza e Estética,Salões de Beleza e Estética,saloes de beleza e estetica,Serasa,B2B & Indústria,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Beleza e cosméticos,,Transversal/indefinido,,,alta,mapear
609,Academias e Centros Fitness,Academias e Centros Fitness,academias e centros fitness,Serasa,B2B & Indústria,,conceito de audiência,vertical,"Saúde, Bem-estar & Beleza",Fitness e esporte praticado,,Transversal/indefinido,,,alta,mapear
610,Cursos Profissionalizantes,Cursos Profissionalizantes,cursos profissionalizantes,Serasa,B2B & Indústria,,conceito de audiência,vertical,Educação & Carreira,Cursos e formação profissional,"B2B, Enterprise & Indústria",B2B,cargo/função profissional,,média,mapear
611,Mulheres Prime Video,Mulheres Prime Video,mulheres prime video,Prime Video,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,alta,mapear
612,Homens Prime Video,Homens Prime Video,homens prime video,Prime Video,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
613,Jovens 18-24 anos,Jovens 18-24 anos,jovens 18-24 anos,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,,média,mapear
614,Adultos 25-34 anos,Adultos 25-34 anos,adultos 25-34 anos,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,mapear
615,Adultos 35-44 anos,Adultos 35-44 anos,adultos 35-44 anos,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,B2C,demográfico/socioeconômico,,média,mapear
616,Maduros 45-54 anos,Maduros 45-54 anos,maduros 45-54 anos,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,,média,mapear
617,Seniores 55+,Seniores 55+,seniores 55+,Prime Video,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,,Conhecimento,alta,mapear
618,Alta Renda (A/B),Alta Renda (A/B),alta renda (a/b),Prime Video,Consumo & Varejo,,perfil transversal,transversal,,,,Transversal/indefinido,demográfico/socioeconômico,Conhecimento,alta,mapear
619,Familias com Filhos,Familias com Filhos,familias com filhos,Prime Video,Consumo & Varejo,,perfil transversal,transversal,,,,B2C,demográfico/socioeconômico,Conhecimento,média,avaliar consolidação conceitual
620,Jovens Adultos 18-34,Jovens Adultos 18-34,jovens adultos 18-34,Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,B2C,,,média,mapear
621,Adultos 35+ (Decisores),Adultos 35+ (Decisores),adultos 35+ (decisores),Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,vertical,"B2B, Enterprise & Indústria",Liderança e decisores,,Híbrido,cargo/função profissional,,alta,mapear
622,Core Audience (25-44),Core Audience (25-44),core audience (25-44),Prime Video,Consumo & Varejo,,contexto/afinidade de conteúdo,transversal,,,,Transversal/indefinido,,,média,mapear
623,Fas de Acao e Aventura,Fas de Acao e Aventura,fas de acao e aventura,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
624,Fas de Comedia,Fas de Comedia,fas de comedia,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
625,Fas de Drama,Fas de Drama,fas de drama,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
626,Fas de Sci-Fi e Fantasia,Fas de Sci-Fi e Fantasia,fas de sci-fi e fantasia,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,transversal,,,,B2C,interesse/afinidade,Conhecimento | Consideração,média,mapear
627,Fas de Suspense e Thriller,Fas de Suspense e Thriller,fas de suspense e thriller,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
628,Fas de Romance,Fas de Romance,fas de romance,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
629,Fãs de Terror e Horror,Fãs de Terror e Horror,fas de terror e horror,Prime Video,Entretenimento & Mídia,,contexto/afinidade de conteúdo,vertical,"Entretenimento, Conteúdo & Esportes","Cinema, séries e gêneros",,B2C,interesse/afinidade,Conhecimento | Consideração,alta,mapear
